Sqft,Floor,Bedroom,Living.Room,Bathroom,Price
1245.3,14.0,3.0,2.0,3.0,68900.0
2558.202,3.0,4.0,1.0,1.0,93700.0
1352.04,2.0,4.0,0.0,2.0,57900.0
1672.26,6.0,4.0,2.0,2.0,66500.0
640.44,5.0,2.0,2.0,1.0,25400.0
889.5,4.0,3.0,2.0,2.0,35800.0
1586.868,8.0,2.0,2.0,2.0,67300.0
1138.56,4.0,2.0,2.0,2.0,44700.0
2184.612,15.0,3.0,2.0,2.0,100000.0
1914.204,2.0,4.0,2.0,1.0,64700.0
426.96,4.0,1.0,2.0,2.0,19900.0
2408.766,5.0,3.0,2.0,2.0,90900.0
4643.19,8.0,4.0,2.0,2.0,174300.0
1298.67,5.0,3.0,2.0,1.0,48300.0
1921.32,2.0,2.0,2.0,2.0,68900.0
1490.802,5.0,4.0,2.0,2.0,58500.0
359.358,3.0,3.0,2.0,1.0,11900.0
900.174,2.0,4.0,2.0,2.0,32600.0
1423.2,2.0,3.0,1.0,2.0,55900.0
1366.272,5.0,3.0,2.0,2.0,54300.0
1067.4,5.0,2.0,2.0,2.0,43900.0
1312.902,9.0,2.0,2.0,2.0,59400.0
754.296,8.0,4.0,1.0,2.0,42400.0
1270.206,10.0,3.0,2.0,1.0,55800.0
718.716,8.0,3.0,2.0,2.0,36600.0
1127.886,5.0,3.0,2.0,2.0,45900.0
1921.32,3.0,1.0,2.0,2.0,70700.0
2430.114,5.0,3.0,2.0,2.0,91700.0
754.296,2.0,3.0,2.0,2.0,27700.0
1423.2,5.0,3.0,2.0,1.0,52700.0
868.152,13.0,3.0,2.0,1.0,46800.0
1757.652,2.0,3.0,2.0,2.0,62900.0
711.6,1.0,3.0,2.0,1.0,20900.0
740.064,4.0,5.0,1.0,1.0,31300.0
2120.568,2.0,3.0,2.0,2.0,75700.0
2006.712,10.0,3.0,2.0,2.0,85300.0
1334.25,4.0,3.0,2.0,2.0,51400.0
1387.62,7.0,2.0,2.0,1.0,55000.0
1814.58,5.0,3.0,2.0,2.0,70000.0
1850.16,6.0,3.0,2.0,2.0,73000.0
868.152,5.0,4.0,2.0,3.0,40200.0
1921.32,11.0,2.0,2.0,1.0,80600.0
768.528,3.0,2.0,2.0,2.0,30000.0
469.656,6.0,2.0,2.0,2.0,24600.0
587.07,6.0,3.0,2.0,2.0,28600.0
2173.938,8.0,4.0,1.0,2.0,92300.0
925.08,3.0,3.0,2.0,2.0,35400.0
2963.814,8.0,4.0,1.0,3.0,123600.0
711.6,11.0,4.0,2.0,1.0,37700.0
1167.024,10.0,4.0,2.0,1.0,52000.0
1135.002,5.0,2.0,2.0,2.0,46300.0
3095.46,3.0,2.0,2.0,1.0,108200.0
1270.206,8.0,4.0,2.0,2.0,55800.0
1487.244,11.0,3.0,2.0,2.0,68700.0
1138.56,19.0,3.0,2.0,2.0,70100.0
925.08,6.0,3.0,2.0,1.0,36900.0
2067.198,2.0,3.0,2.0,2.0,73800.0
1152.792,3.0,3.0,2.0,2.0,43400.0
1085.19,5.0,2.0,2.0,1.0,41000.0
2134.8,8.0,3.0,2.0,2.0,86400.0
1245.3,3.0,2.0,2.0,2.0,46800.0
4091.7,6.0,4.0,1.0,2.0,156300.0
1426.758,2.0,4.0,1.0,2.0,55800.0
1387.62,12.0,2.0,2.0,2.0,67100.0
1067.4,3.0,4.0,2.0,2.0,40200.0
1359.156,5.0,5.0,2.0,2.0,53700.0
789.876,10.0,2.0,2.0,2.0,42700.0
1889.298,13.0,3.0,2.0,1.0,82700.0
3063.438,6.0,3.0,2.0,2.0,115600.0
1135.002,4.0,4.0,2.0,2.0,44300.0
2963.814,6.0,5.0,2.0,1.0,108200.0
836.13,6.0,4.0,2.0,2.0,37200.0
1394.736,6.0,4.0,2.0,3.0,60400.0
925.08,2.0,3.0,2.0,2.0,33700.0
718.716,2.0,4.0,2.0,2.0,26200.0
818.34,4.0,4.0,2.0,2.0,33100.0
2067.198,5.0,1.0,2.0,1.0,75700.0
740.064,4.0,3.0,2.0,2.0,30600.0
3063.438,2.0,4.0,1.0,2.0,113300.0
1903.53,4.0,4.0,2.0,1.0,67700.0
391.38,7.0,3.0,2.0,2.0,23400.0
1832.37,21.0,2.0,2.0,1.0,94400.0
2063.64,5.0,2.0,2.0,2.0,78900.0
2145.474,8.0,2.0,0.0,2.0,96300.0
1067.4,5.0,2.0,1.0,2.0,48700.0
4198.44,3.0,3.0,2.0,2.0,150400.0
1526.382,1.0,3.0,2.0,1.0,49500.0
2914.002,1.0,4.0,2.0,2.0,101700.0
1227.51,10.0,4.0,2.0,2.0,57700.0
711.6,3.0,1.0,2.0,1.0,24600.0
772.086,6.0,1.0,2.0,2.0,35400.0
1779.0,2.0,4.0,2.0,2.0,63500.0
1227.51,10.0,2.0,2.0,1.0,54500.0
426.96,4.0,3.0,2.0,2.0,19600.0
1135.002,19.0,2.0,2.0,2.0,70100.0
2312.7,19.0,3.0,2.0,1.0,107700.0
1352.04,4.0,1.0,2.0,2.0,52400.0
868.152,12.0,4.0,2.0,1.0,44900.0
925.08,6.0,3.0,2.0,3.0,44100.0
1380.504,4.0,3.0,2.0,2.0,53100.0
889.5,8.0,3.0,1.0,1.0,43700.0
2205.96,11.0,4.0,2.0,1.0,90200.0
782.76,6.0,3.0,2.0,2.0,35500.0
1245.3,1.0,1.0,1.0,2.0,48300.0
1423.2,5.0,5.0,2.0,2.0,55900.0
1487.244,6.0,1.0,2.0,1.0,57000.0
1892.856,3.0,1.0,1.0,1.0,70800.0
857.478,10.0,3.0,2.0,2.0,44900.0
2099.22,2.0,4.0,2.0,2.0,74800.0
1672.26,5.0,3.0,2.0,2.0,65000.0
711.6,13.0,4.0,2.0,2.0,44700.0
1458.78,8.0,3.0,2.0,2.0,62600.0
1480.128,13.0,4.0,2.0,1.0,68100.0
1515.708,4.0,3.0,2.0,1.0,54200.0
2430.114,6.0,2.0,2.0,1.0,89900.0
1270.206,11.0,3.0,2.0,1.0,57500.0
1352.04,2.0,2.0,2.0,2.0,48800.0
711.6,5.0,4.0,2.0,2.0,31100.0
1458.78,7.0,2.0,1.0,2.0,65800.0
1380.504,5.0,4.0,2.0,2.0,54600.0
989.124,11.0,1.0,2.0,2.0,51600.0
1263.09,10.0,3.0,2.0,2.0,59100.0
925.08,2.0,4.0,2.0,3.0,37100.0
1423.2,4.0,3.0,2.0,2.0,54600.0
1700.724,4.0,4.0,2.0,2.0,64100.0
1102.98,9.0,3.0,2.0,2.0,51800.0
668.904,7.0,3.0,2.0,2.0,33200.0
1352.04,2.0,4.0,2.0,1.0,44900.0
498.12,5.0,2.0,2.0,2.0,23900.0
1305.786,6.0,3.0,1.0,2.0,58600.0
889.5,5.0,4.0,1.0,3.0,45600.0
668.904,10.0,4.0,2.0,1.0,34500.0
747.18,5.0,4.0,2.0,1.0,28800.0
772.086,5.0,1.0,2.0,2.0,33700.0
1700.724,2.0,2.0,2.0,2.0,61100.0
1284.438,6.0,1.0,2.0,2.0,53400.0
3255.57,10.0,2.0,2.0,2.0,129300.0
2241.54,6.0,3.0,2.0,2.0,86700.0
1135.002,6.0,2.0,3.0,2.0,43300.0
2138.358,6.0,4.0,2.0,2.0,82900.0
1889.298,4.0,1.0,2.0,2.0,71300.0
2120.568,11.0,3.0,1.0,1.0,92100.0
2455.02,6.0,3.0,2.0,2.0,94200.0
2067.198,2.0,3.0,2.0,2.0,73800.0
925.08,4.0,2.0,2.0,2.0,37200.0
1352.04,2.0,3.0,2.0,1.0,45100.0
1814.58,10.0,3.0,1.0,3.0,86800.0
2134.8,6.0,3.0,2.0,2.0,83000.0
1245.3,3.0,3.0,2.0,4.0,53800.0
1440.99,10.0,3.0,2.0,2.0,65400.0
2892.654,12.0,2.0,2.0,2.0,120000.0
533.7,2.0,3.0,2.0,1.0,16300.0
1771.884,5.0,4.0,2.0,3.0,71900.0
1352.04,4.0,2.0,2.0,2.0,52200.0
3148.83,10.0,3.0,2.0,1.0,121800.0
658.23,2.0,4.0,2.0,3.0,27700.0
1127.886,5.0,3.0,2.0,2.0,45900.0
1992.48,9.0,3.0,2.0,2.0,83100.0
693.81,4.0,1.0,2.0,3.0,32900.0
718.716,6.0,4.0,2.0,2.0,33000.0
1754.094,6.0,2.0,0.0,2.0,79200.0
1305.786,3.0,2.0,2.0,2.0,48900.0
1174.14,5.0,2.0,2.0,2.0,47700.0
740.064,2.0,3.0,1.0,3.0,35500.0
1067.4,6.0,4.0,2.0,1.0,41700.0
1487.244,5.0,2.0,2.0,2.0,58700.0
889.5,5.0,2.0,2.0,1.0,34100.0
1921.32,13.0,1.0,2.0,2.0,87700.0
1779.0,9.0,3.0,1.0,4.0,87500.0
818.34,2.0,3.0,2.0,2.0,29900.0
2120.568,6.0,2.0,1.0,2.0,87400.0
1102.98,11.0,3.0,2.0,2.0,55200.0
5856.468,15.0,3.0,2.0,2.0,229000.0
1423.2,11.0,3.0,1.0,2.0,71200.0
1889.298,4.0,4.0,1.0,1.0,71900.0
1519.266,9.0,4.0,2.0,2.0,66300.0
711.6,4.0,3.0,2.0,2.0,29600.0
3063.438,5.0,1.0,2.0,2.0,114300.0
434.076,5.0,3.0,2.0,2.0,21500.0
2134.8,9.0,2.0,2.0,1.0,84700.0
757.854,2.0,4.0,2.0,2.0,27600.0
2134.8,16.0,3.0,2.0,2.0,100000.0
711.6,4.0,4.0,2.0,2.0,29400.0
569.28,2.0,4.0,2.0,2.0,21000.0
359.358,2.0,3.0,2.0,2.0,13800.0
665.346,6.0,4.0,2.0,1.0,27600.0
1707.84,5.0,3.0,2.0,1.0,62700.0
1423.2,12.0,1.0,2.0,2.0,68500.0
2668.5,13.0,4.0,2.0,2.0,113400.0
1754.094,10.0,2.0,2.0,2.0,76600.0
1700.724,5.0,2.0,2.0,2.0,66200.0
1779.0,3.0,4.0,2.0,2.0,65200.0
2277.12,1.0,2.0,2.0,2.0,79700.0
1487.244,4.0,4.0,2.0,2.0,56600.0
889.5,1.0,3.0,2.0,1.0,27100.0
796.992,5.0,1.0,2.0,1.0,31000.0
1476.57,4.0,3.0,2.0,1.0,52900.0
640.44,8.0,2.0,2.0,2.0,34000.0
889.5,6.0,5.0,1.0,1.0,40000.0
1707.84,12.0,3.0,1.0,1.0,79300.0
1458.78,6.0,2.0,2.0,1.0,55800.0
3255.57,4.0,2.0,2.0,2.0,119100.0
1423.2,3.0,3.0,1.0,2.0,57600.0
1391.178,2.0,4.0,2.0,2.0,49900.0
914.406,14.0,3.0,2.0,1.0,50100.0
1245.3,5.0,2.0,2.0,2.0,50200.0
1067.4,4.0,3.0,2.0,2.0,42100.0
1540.614,10.0,4.0,2.0,2.0,68700.0
1743.42,11.0,2.0,2.0,1.0,74300.0
1284.438,4.0,2.0,2.0,4.0,57100.0
1401.852,4.0,3.0,2.0,2.0,53800.0
1754.094,5.0,1.0,2.0,1.0,64700.0
1779.0,4.0,4.0,1.0,1.0,68000.0
1668.702,6.0,1.0,1.0,2.0,71700.0
1565.52,5.0,3.0,3.0,2.0,56600.0
2099.22,13.0,4.0,1.0,2.0,98200.0
1352.04,4.0,4.0,2.0,2.0,51900.0
1231.068,9.0,4.0,1.0,1.0,57300.0
1889.298,4.0,2.0,2.0,2.0,71100.0
1871.508,4.0,2.0,2.0,2.0,70500.0
668.904,3.0,2.0,2.0,1.0,23000.0
2063.64,8.0,3.0,2.0,1.0,80300.0
1469.454,3.0,3.0,2.0,3.0,58100.0
1127.886,2.0,3.0,1.0,2.0,45500.0
949.986,6.0,2.0,2.0,2.0,41500.0
1138.56,2.0,3.0,1.0,1.0,42300.0
914.406,2.0,2.0,2.0,2.0,33500.0
1889.298,3.0,2.0,2.0,2.0,69400.0
3202.2,5.0,4.0,1.0,1.0,119700.0
1245.3,2.0,2.0,1.0,2.0,49800.0
1138.56,9.0,2.0,2.0,3.0,56800.0
878.826,2.0,3.0,1.0,1.0,33200.0
1167.024,8.0,4.0,2.0,2.0,52200.0
925.08,5.0,2.0,2.0,2.0,38900.0
857.478,5.0,2.0,2.0,2.0,36600.0
1572.636,19.0,4.0,2.0,1.0,81500.0
3173.736,3.0,2.0,2.0,2.0,114600.0
996.24,6.0,3.0,2.0,2.0,43000.0
1280.88,6.0,1.0,2.0,1.0,49700.0
1067.4,5.0,1.0,2.0,2.0,44100.0
1352.04,5.0,2.0,2.0,1.0,50400.0
2540.412,8.0,4.0,1.0,1.0,101600.0
1177.698,4.0,3.0,1.0,2.0,50700.0
914.406,3.0,4.0,2.0,1.0,31200.0
1921.32,14.0,3.0,2.0,2.0,89100.0
925.08,1.0,4.0,2.0,2.0,31800.0
2917.56,2.0,3.0,2.0,2.0,103700.0
1754.094,13.0,1.0,3.0,1.0,73500.0
1857.276,11.0,3.0,1.0,1.0,82800.0
1700.724,10.0,3.0,2.0,3.0,78100.0
533.7,9.0,2.0,1.0,2.0,36700.0
1601.1,8.0,1.0,2.0,2.0,68000.0
1419.642,6.0,1.0,1.0,1.0,59300.0
925.08,4.0,2.0,1.0,1.0,38400.0
1167.024,4.0,4.0,2.0,1.0,41800.0
1889.298,6.0,3.0,2.0,1.0,70800.0
1501.476,21.0,4.0,1.0,2.0,90700.0
1636.68,19.0,3.0,2.0,1.0,84000.0
1700.724,3.0,4.0,1.0,4.0,74300.0
1067.4,7.0,4.0,1.0,2.0,51700.0
1067.4,2.0,3.0,2.0,2.0,38700.0
1586.868,5.0,1.0,2.0,1.0,58800.0
1280.88,2.0,4.0,1.0,2.0,50700.0
711.6,21.0,4.0,2.0,4.0,65500.0
1565.52,5.0,5.0,1.0,1.0,62000.0
871.71,5.0,4.0,2.0,2.0,36700.0
2102.778,10.0,4.0,2.0,1.0,84900.0
1444.548,8.0,2.0,2.0,2.0,62300.0
651.114,1.0,3.0,2.0,2.0,22300.0
533.7,3.0,3.0,1.0,2.0,26300.0
1779.0,3.0,2.0,2.0,1.0,62000.0
1921.32,7.0,5.0,2.0,2.0,76800.0
914.406,7.0,2.0,2.0,1.0,38400.0
2134.8,10.0,4.0,2.0,2.0,89600.0
1423.2,2.0,3.0,0.0,2.0,60600.0
1106.538,2.0,2.0,2.0,1.0,36600.0
1102.98,5.0,3.0,2.0,2.0,45000.0
846.804,6.0,2.0,1.0,2.0,42600.0
4643.19,8.0,3.0,2.0,1.0,170900.0
2134.8,5.0,3.0,1.0,1.0,82400.0
640.44,3.0,3.0,2.0,2.0,25400.0
1707.84,3.0,4.0,1.0,1.0,63800.0
1515.708,6.0,4.0,2.0,2.0,61000.0
1885.74,2.0,2.0,2.0,2.0,67600.0
1899.972,4.0,4.0,2.0,2.0,71200.0
2170.38,5.0,4.0,2.0,2.0,82400.0
1152.792,6.0,2.0,1.0,2.0,53400.0
537.258,11.0,2.0,1.0,2.0,40200.0
2067.198,2.0,3.0,2.0,1.0,70200.0
1384.062,4.0,4.0,2.0,1.0,49400.0
796.992,3.0,4.0,2.0,2.0,30700.0
1458.78,10.0,3.0,2.0,2.0,66000.0
1569.078,4.0,4.0,2.0,1.0,55900.0
772.086,10.0,3.0,2.0,2.0,41900.0
2138.358,8.0,1.0,2.0,4.0,94000.0
3063.438,2.0,3.0,2.0,1.0,105200.0
1458.78,5.0,5.0,2.0,1.0,53600.0
1515.708,13.0,3.0,2.0,2.0,73100.0
3202.2,3.0,1.0,1.0,2.0,120400.0
1245.3,4.0,2.0,2.0,2.0,48500.0
793.434,10.0,4.0,2.0,2.0,42500.0
1206.162,4.0,4.0,1.0,2.0,51500.0
740.064,5.0,2.0,2.0,2.0,32400.0
925.08,2.0,3.0,2.0,1.0,30100.0
1366.272,10.0,3.0,2.0,1.0,59200.0
587.07,5.0,1.0,1.0,3.0,35500.0
1167.024,3.0,3.0,2.0,2.0,43900.0
2255.772,2.0,1.0,2.0,1.0,77200.0
640.44,2.0,3.0,2.0,2.0,23700.0
1067.4,10.0,2.0,1.0,4.0,64300.0
900.174,4.0,4.0,2.0,3.0,39600.0
868.152,9.0,4.0,2.0,2.0,43400.0
1707.84,11.0,4.0,2.0,2.0,76300.0
1754.094,4.0,1.0,2.0,2.0,66500.0
1501.476,2.0,3.0,2.0,2.0,54600.0
1270.206,8.0,3.0,2.0,2.0,55800.0
1152.792,6.0,4.0,0.0,2.0,57200.0
1647.354,8.0,4.0,2.0,2.0,69100.0
1996.038,5.0,2.0,2.0,1.0,73300.0
640.44,3.0,4.0,2.0,1.0,21700.0
1743.42,7.0,4.0,2.0,1.0,67100.0
772.086,6.0,2.0,2.0,2.0,35200.0
2052.966,9.0,2.0,2.0,3.0,89100.0
782.76,7.0,2.0,2.0,2.0,37100.0
1401.852,5.0,4.0,2.0,3.0,59300.0
448.308,5.0,4.0,2.0,1.0,18000.0
1558.404,6.0,2.0,2.0,1.0,59400.0
1284.438,2.0,5.0,2.0,2.0,46500.0
1586.868,4.0,1.0,2.0,2.0,61100.0
1672.26,13.0,5.0,1.0,1.0,78400.0
1191.93,11.0,5.0,2.0,1.0,53700.0
1540.614,6.0,4.0,2.0,1.0,58400.0
2892.654,8.0,4.0,2.0,2.0,113300.0
846.804,1.0,3.0,2.0,2.0,29700.0
1401.852,8.0,2.0,2.0,2.0,60700.0
772.086,10.0,2.0,2.0,2.0,41500.0
2590.224,2.0,3.0,1.0,2.0,97600.0
1352.04,5.0,2.0,1.0,1.0,54900.0
889.5,6.0,4.0,2.0,2.0,39000.0
3735.9,4.0,1.0,2.0,2.0,137400.0
836.13,10.0,2.0,2.0,2.0,43800.0
2134.8,10.0,2.0,1.0,2.0,94300.0
668.904,7.0,4.0,2.0,2.0,32700.0
2052.966,5.0,1.0,1.0,2.0,83700.0
925.08,4.0,4.0,2.0,1.0,33400.0
1102.98,7.0,3.0,2.0,2.0,48300.0
2052.966,4.0,2.0,2.0,2.0,77500.0
640.44,10.0,3.0,2.0,1.0,32900.0
1245.3,10.0,3.0,2.0,1.0,54400.0
1423.2,5.0,1.0,2.0,1.0,53200.0
1167.024,2.0,3.0,4.0,1.0,30100.0
1914.204,21.0,3.0,2.0,2.0,99300.0
1174.14,5.0,2.0,2.0,2.0,47900.0
711.6,10.0,2.0,1.0,2.0,43800.0
1458.78,8.0,3.0,2.0,2.0,62500.0
1487.244,9.0,4.0,2.0,2.0,65000.0
533.7,7.0,3.0,2.0,1.0,24400.0
1921.32,5.0,4.0,2.0,2.0,74000.0
1352.04,5.0,4.0,2.0,2.0,53800.0
1779.0,4.0,4.0,2.0,1.0,63700.0
853.92,4.0,4.0,2.0,5.0,45800.0
1102.98,6.0,3.0,2.0,1.0,43000.0
1423.2,8.0,3.0,2.0,2.0,61300.0
1252.416,12.0,4.0,1.0,2.0,65800.0
2138.358,1.0,3.0,1.0,2.0,80000.0
711.6,6.0,3.0,1.0,2.0,37300.0
1914.204,12.0,1.0,1.0,1.0,86100.0
1825.254,4.0,3.0,2.0,2.0,69200.0
1601.1,2.0,3.0,2.0,2.0,58100.0
1188.372,6.0,2.0,2.0,1.0,46200.0
1352.04,1.0,3.0,2.0,1.0,43900.0
2099.22,6.0,4.0,0.0,1.0,87000.0
1223.952,2.0,4.0,1.0,2.0,48900.0
1700.724,3.0,4.0,1.0,2.0,67500.0
996.24,5.0,4.0,2.0,2.0,41200.0
1380.504,2.0,2.0,2.0,2.0,50400.0
1106.538,6.0,3.0,2.0,2.0,46900.0
2963.814,6.0,3.0,1.0,1.0,113500.0
1921.32,3.0,2.0,1.0,2.0,75600.0
1572.636,16.0,3.0,3.0,3.0,78600.0
1270.206,6.0,3.0,2.0,1.0,48900.0
1540.614,13.0,3.0,2.0,1.0,69600.0
1522.824,1.0,4.0,4.0,1.0,41000.0
1102.98,5.0,3.0,1.0,3.0,53300.0
796.992,10.0,4.0,1.0,1.0,42700.0
1362.714,7.0,4.0,2.0,1.0,53600.0
391.38,3.0,3.0,2.0,2.0,16700.0
540.816,19.0,3.0,2.0,2.0,47400.0
925.08,1.0,2.0,1.0,2.0,37100.0
1352.04,10.0,3.0,2.0,1.0,58200.0
5856.468,6.0,1.0,2.0,1.0,212100.0
469.656,6.0,3.0,2.0,1.0,20500.0
925.08,9.0,3.0,1.0,2.0,49600.0
878.826,8.0,2.0,1.0,2.0,46600.0
377.148,8.0,2.0,2.0,2.0,24300.0
1287.996,3.0,2.0,2.0,2.0,48700.0
1184.814,2.0,3.0,2.0,2.0,43300.0
1138.56,1.0,4.0,2.0,2.0,39900.0
1174.14,2.0,3.0,1.0,1.0,43600.0
1138.56,1.0,3.0,2.0,2.0,40100.0
711.6,6.0,2.0,2.0,2.0,33000.0
2063.64,10.0,4.0,1.0,2.0,91400.0
985.566,4.0,4.0,2.0,2.0,39200.0
754.296,5.0,2.0,2.0,3.0,36700.0
1779.0,5.0,4.0,2.0,1.0,65200.0
772.086,12.0,1.0,1.0,2.0,49300.0
1739.862,10.0,4.0,2.0,2.0,75500.0
2543.97,13.0,3.0,2.0,3.0,112700.0
1789.674,13.0,2.0,2.0,2.0,82400.0
1245.3,5.0,1.0,2.0,2.0,50600.0
3842.64,5.0,4.0,2.0,1.0,138500.0
3842.64,7.0,4.0,2.0,3.0,149100.0
1956.9,10.0,3.0,2.0,2.0,83400.0
384.264,4.0,4.0,2.0,2.0,17900.0
1889.298,5.0,4.0,2.0,2.0,72900.0
925.08,11.0,1.0,2.0,2.0,48700.0
754.296,11.0,3.0,2.0,1.0,38500.0
1490.802,3.0,3.0,2.0,2.0,55800.0
2963.814,8.0,2.0,2.0,2.0,116100.0
1181.256,6.0,3.0,2.0,2.0,49500.0
1167.024,5.0,2.0,2.0,2.0,47600.0
1487.244,8.0,3.0,1.0,2.0,68000.0
1177.698,3.0,2.0,2.0,1.0,41100.0
4091.7,3.0,2.0,2.0,2.0,148300.0
2063.64,9.0,3.0,2.0,2.0,85600.0
1569.078,3.0,1.0,1.0,2.0,63300.0
960.66,10.0,2.0,2.0,2.0,48200.0
2063.64,11.0,2.0,2.0,2.0,88900.0
1579.752,2.0,3.0,2.0,2.0,57300.0
1779.0,7.0,2.0,2.0,3.0,76200.0
1885.74,1.0,2.0,1.0,2.0,71200.0
2892.654,2.0,3.0,1.0,2.0,108400.0
2170.38,8.0,3.0,2.0,2.0,87800.0
1270.206,11.0,3.0,2.0,1.0,56900.0
782.76,8.0,5.0,2.0,2.0,38200.0
2298.468,10.0,2.0,2.0,2.0,95700.0
3173.736,3.0,4.0,3.0,2.0,110900.0
1014.03,6.0,4.0,2.0,2.0,43400.0
1487.244,6.0,1.0,2.0,1.0,57000.0
1163.466,8.0,3.0,2.0,2.0,52100.0
914.406,4.0,4.0,0.0,2.0,45500.0
3735.9,5.0,3.0,2.0,1.0,134900.0
900.174,2.0,3.0,3.0,2.0,28800.0
2205.96,21.0,1.0,2.0,1.0,106300.0
1601.1,2.0,3.0,2.0,2.0,58100.0
3145.272,4.0,3.0,2.0,2.0,116100.0
2006.712,3.0,4.0,2.0,2.0,73900.0
1540.614,4.0,3.0,2.0,2.0,59100.0
1352.04,2.0,2.0,2.0,1.0,45700.0
683.136,4.0,4.0,2.0,1.0,24800.0
711.6,2.0,2.0,2.0,2.0,26700.0
1540.614,18.0,2.0,1.0,2.0,85900.0
2134.8,5.0,2.0,2.0,2.0,82000.0
925.08,5.0,2.0,2.0,2.0,39000.0
1885.74,10.0,4.0,1.0,1.0,81400.0
2262.888,2.0,3.0,2.0,2.0,81600.0
540.816,1.0,3.0,2.0,2.0,18900.0
1565.52,2.0,3.0,2.0,2.0,56800.0
1707.84,10.0,2.0,2.0,2.0,74700.0
1423.2,13.0,2.0,2.0,1.0,65600.0
989.124,4.0,2.0,2.0,2.0,39700.0
2184.612,8.0,3.0,2.0,3.0,92000.0
2540.412,4.0,2.0,1.0,2.0,99200.0
2590.224,8.0,3.0,1.0,3.0,110900.0
1494.36,7.0,3.0,2.0,2.0,62200.0
1636.68,13.0,3.0,2.0,2.0,76800.0
1124.328,7.0,2.0,1.0,2.0,53700.0
964.218,3.0,3.0,2.0,2.0,37100.0
1558.404,2.0,3.0,2.0,1.0,52800.0
2081.43,2.0,2.0,2.0,2.0,75300.0
1067.4,6.0,4.0,2.0,2.0,45300.0
1707.84,8.0,3.0,2.0,1.0,67600.0
1704.282,3.0,3.0,2.0,2.0,63300.0
1889.298,7.0,2.0,2.0,2.0,76400.0
796.992,7.0,2.0,2.0,1.0,33900.0
1579.752,5.0,3.0,3.0,2.0,57700.0
1779.0,6.0,3.0,2.0,2.0,70700.0
1487.244,3.0,2.0,1.0,1.0,56500.0
1871.508,5.0,2.0,2.0,1.0,68900.0
2134.8,2.0,4.0,2.0,2.0,76900.0
1440.99,2.0,2.0,2.0,1.0,48900.0
836.13,2.0,3.0,2.0,2.0,30900.0
1280.88,2.0,3.0,2.0,2.0,46700.0
668.904,2.0,3.0,2.0,2.0,25000.0
1419.642,5.0,3.0,2.0,3.0,60100.0
1707.84,6.0,4.0,2.0,1.0,64300.0
1167.024,8.0,3.0,2.0,1.0,48500.0
1529.94,2.0,1.0,2.0,2.0,55900.0
949.986,4.0,1.0,2.0,1.0,34800.0
893.058,6.0,3.0,2.0,1.0,35600.0
1337.808,4.0,4.0,2.0,1.0,48000.0
498.12,5.0,4.0,2.0,1.0,19800.0
1697.166,7.0,4.0,2.0,3.0,73000.0
1739.862,2.0,3.0,1.0,2.0,67400.0
1266.648,8.0,3.0,1.0,2.0,60100.0
665.346,5.0,4.0,2.0,1.0,25700.0
1245.3,2.0,2.0,2.0,2.0,45600.0
3148.83,7.0,3.0,2.0,2.0,121000.0
1885.74,14.0,2.0,2.0,2.0,87400.0
722.274,5.0,4.0,1.0,1.0,32200.0
1761.21,4.0,2.0,2.0,2.0,67100.0
1579.752,10.0,4.0,1.0,2.0,74200.0
1387.62,2.0,2.0,2.0,1.0,47000.0
1167.024,5.0,1.0,2.0,1.0,44100.0
1519.266,13.0,3.0,2.0,1.0,68900.0
1334.25,6.0,3.0,2.0,1.0,51200.0
2668.5,11.0,5.0,3.0,2.0,105500.0
1732.746,3.0,3.0,2.0,2.0,64400.0
2063.64,5.0,3.0,2.0,2.0,79300.0
996.24,3.0,4.0,2.0,2.0,38000.0
1529.94,5.0,1.0,2.0,1.0,56900.0
772.086,2.0,3.0,2.0,2.0,28700.0
2917.56,6.0,1.0,2.0,1.0,107800.0
1754.094,1.0,3.0,2.0,1.0,58200.0
1191.93,3.0,2.0,2.0,1.0,41600.0
772.086,4.0,3.0,2.0,1.0,28100.0
1163.466,3.0,3.0,1.0,1.0,44800.0
3558.0,3.0,3.0,2.0,2.0,129100.0
1458.78,8.0,3.0,2.0,1.0,58800.0
1135.002,5.0,4.0,2.0,2.0,46100.0
1956.9,3.0,2.0,1.0,1.0,73200.0
2063.64,3.0,3.0,2.0,1.0,72400.0
1284.438,2.0,3.0,2.0,1.0,43100.0
1423.2,18.0,4.0,2.0,2.0,76900.0
1316.46,1.0,4.0,2.0,1.0,42500.0
1707.84,4.0,3.0,2.0,2.0,65100.0
1515.708,6.0,3.0,1.0,2.0,65800.0
2558.202,2.0,3.0,2.0,1.0,88300.0
2408.766,2.0,4.0,2.0,2.0,86600.0
1586.868,2.0,3.0,2.0,2.0,57600.0
2184.612,10.0,2.0,1.0,2.0,96100.0
1697.166,3.0,4.0,2.0,2.0,62900.0
1569.078,3.0,2.0,2.0,3.0,62500.0
4981.2,2.0,3.0,2.0,1.0,174300.0
960.66,2.0,3.0,2.0,1.0,31600.0
1672.26,4.0,2.0,2.0,2.0,64000.0
1956.9,7.0,2.0,2.0,1.0,75100.0
2455.02,7.0,3.0,2.0,1.0,92600.0
1245.3,10.0,1.0,2.0,3.0,62200.0
1352.04,2.0,1.0,2.0,2.0,49600.0
914.406,2.0,2.0,2.0,1.0,30200.0
1352.04,8.0,5.0,2.0,2.0,58400.0
